Address,Area,Frontage,Access Road,Floors,Bedrooms,Bathrooms,Legal status,Furniture state,Price,City,District
"Đường Bình Thành, Phường Bình Hưng Hòa B, Bình Tân, Hồ Chí Minh",52.0,4.0,7.0,4.0,4,4,Have certificate,Full,5.0,Hồ Chí Minh,Bình Tân
"Phố Khâm Thiên, Phường Khâm Thiên, Đống Đa, Hà Nội",15.0,3.1,3.0,4.0,3,3,Have certificate,Full,2.58,Hà Nội,Đống Đa
"Đường Nguyễn Mậu Tài, Thị trấn Trâu Quỳ, Gia Lâm, Hà Nội",60.0,4.0,7.0,1.0,1,1,Have certificate,N/A,9.5,Hà Nội,Gia Lâm
"Đường Nguyễn Lương Bằng, Phường Hòa Hiệp Nam, Liên Chiểu, Đà Nẵng",47.5,4.0,2.5,2.0,2,1,Have certificate,Basic,1.39,Đà Nẵng,Liên Chiểu
"Phường Sài Đồng, Long Biên, Hà Nội",50.0,5.0,3.5,3.0,3,3,Have certificate,Full,6.48,Hà Nội,Long Biên
"Xã Vân Canh, Hoài Đức, Hà Nội",50.0,4.0,3.0,5.0,6,4,Have certificate,Basic,5.0,Hà Nội,Hoài Đức
"Đường Kim Ngưu, Phường Thanh Nhàn, Hai Bà Trưng, Hà Nội",54.0,3.1,10.0,1.0,3,4,Have certificate,N/A,9.1,Hà Nội,Hai Bà Trưng
"Đường Miêu Nha, Phường Tây Mỗ, Nam Từ Liêm, Hà Nội",40.0,6.1,2.0,4.0,4,4,Have certificate,Full,4.6,Hà Nội,Nam Từ Liêm
"Đường Hồ Văn Huê, Phường 9, Phú Nhuận, Hồ Chí Minh",37.0,4.0,4.0,4.0,3,3,Have certificate,Full,9.9,Hồ Chí Minh,Phú Nhuận
"Đường Phan Huy Ích, Phường 14, Gò Vấp, Hồ Chí Minh",90.0,6.0,8.0,3.0,4,3,Have certificate,Full,8.69,Hồ Chí Minh,Gò Vấp
"Đường Minh Khai, Phường Vĩnh Tuy, Quận Hai Bà Trưng, Hà Nội",42.0,5.0,3.0,5.0,3,4,Have certificate,Basic,7.9,Hà Nội,Hai Bà Trưng
"Đường Lê Trọng Tấn, Phường Bình Hưng Hòa, Bình Tân, Hồ Chí Minh",55.0,5.0,7.0,4.0,4,4,Have certificate,Full,5.8,Hồ Chí Minh,Bình Tân
"đường Đông Ngạc, Phường Đông Ngạc, Bắc Từ Liêm, Hà Nội",60.0,4.5,4.0,5.0,5,4,Have certificate,Full,9.5,Hà Nội,Bắc Từ Liêm
"Ngõ 153, Phố Cầu Cốc, Phường Tây Mỗ, Nam Từ Liêm, Hà Nội",35.0,3.5,4.0,5.0,3,4,Have certificate,Full,5.7,Hà Nội,Nam Từ Liêm
"Đường Huỳnh Tấn Phát, Phường Tân Thuận Đông, Quận 7, Hồ Chí Minh",30.0,6.0,5.0,2.0,2,2,Have certificate,N/A,2.55,Hồ Chí Minh,Quận 7
"Đường Số 37, Phường Bình Trưng Tây, Thủ Đức, Hồ Chí Minh",62.0,4.2,12.0,3.0,1,1,Have certificate,N/A,5.5,Hồ Chí Minh,Thủ Đức
"Đường Lĩnh Nam, Phường Lĩnh Nam, Hoàng Mai, Hà Nội",46.0,3.5,3.0,5.0,5,4,Have certificate,N/A,6.9,Hà Nội,Hoàng Mai
"Phường Yên Hòa, Cầu Giấy, Hà Nội",50.0,4.5,5.0,4.0,4,4,Have certificate,Full,7.4,Hà Nội,Cầu Giấy
"Đường Số 9, Phường Trường Thọ, Thủ Đức, Hồ Chí Minh",44.0,3.2,5.0,2.0,2,2,Have certificate,Full,3.5,Hồ Chí Minh,Thủ Đức
"Ngõ 2, Đường Ngọc Thụy, Phường Ngọc Thụy, Long Biên, Hà Nội",52.7,4.2,5.0,1.0,1,1,Have certificate,Basic,6.0,Hà Nội,Long Biên
"Đường Nguyễn Quý Yêm, Phường An Lạc, Bình Tân, Hồ Chí Minh",40.0,8.0,8.0,4.0,6,6,Have certificate,N/A,4.0,Hồ Chí Minh,Bình Tân
"đường Tây Mỗ, Phường Đại Mỗ, Nam Từ Liêm, Hà Nội",30.0,4.2,5.0,5.0,4,3,Have certificate,Basic,4.3,Hà Nội,Nam Từ Liêm
"Đường Quang Tiến, Phường Đại Mỗ, Nam Từ Liêm, Hà Nội.",53.0,4.8,5.0,5.0,6,4,Have certificate,Full,8.79,Hà Nội,Nam Từ Liêm
"Thị trấn Trâu Quỳ, Gia Lâm, Hà Nội",44.0,3.5,3.0,2.0,4,4,Have certificate,Full,3.45,Hà Nội,Gia Lâm
"Phường Tây Mỗ, Nam Từ Liêm, Hà Nội",62.0,3.8,2.3,6.0,6,4,Have certificate,Basic,5.7,Hà Nội,Nam Từ Liêm
"Phố Tôn Đức Thắng, Phường Hàng Bột, Đống Đa, Hà Nội",53.0,7.0,3.0,5.0,4,4,Have certificate,Full,8.5,Hà Nội,Đống Đa
"Đường Nguyễn Văn Cừ, Phường Bồ Đề, Long Biên, Hà Nội",75.0,5.1,3.0,5.0,6,6,Sale contract,Full,9.5,Hà Nội,Long Biên
"Đường Cầu Giấy, Phường Dịch Vọng, Cầu Giấy, Hà Nội",53.0,4.2,3.0,5.0,6,4,Have certificate,Full,9.45,Hà Nội,Cầu Giấy
"Đường Bồ Đề, Phường Bồ Đề, Long Biên, Hà Nội",37.0,7.3,3.0,5.0,3,4,Have certificate,Full,7.6,Hà Nội,Long Biên
"Đường Phố Trạm, Phường Long Biên, Long Biên, Hà Nội",40.0,4.0,3.0,4.0,5,3,Have certificate,Basic,6.35,Hà Nội,Long Biên
"Đường Nguyễn Văn Cự, Phường Tân Tạo A, Bình Tân, Hồ Chí Minh",50.0,5.0,6.0,4.0,4,5,Have certificate,Basic,4.9,Hồ Chí Minh,Bình Tân
"Đường Phố Trạm, Phường Long Biên, Long Biên, Hà Nội",44.0,4.0,3.0,4.0,4,3,Have certificate,Basic,6.5,Hà Nội,Long Biên
"Đường Thạch Bàn, Phường Thạch Bàn, Long Biên, Hà Nội",31.0,6.0,3.0,6.0,3,4,Have certificate,Basic,5.5,Hà Nội,Long Biên
"Đường Cổ Linh, Phường Thạch Bàn, Long Biên, Hà Nội",75.0,4.0,4.0,6.0,3,4,Have certificate,Full,6.9,Hà Nội,Long Biên
"Đường Thạch Bàn, Phường Thạch Bàn, Long Biên, Hà Nội",41.0,4.0,3.0,6.0,3,5,Sale contract,N/A,6.6,Hà Nội,Long Biên
"Đường Phố Trạm, Phường Long Biên, Long Biên, Hà Nội",37.0,4.3,3.0,5.0,3,4,Have certificate,N/A,5.1,Hà Nội,Long Biên
"Đường Huỳnh Tấn Phát, Phường Tân Phú, Quận 7, Hồ Chí Minh",76.0,5.5,5.0,2.0,3,3,Have certificate,Full,5.4,Hồ Chí Minh,Quận 7
"Đường Nguyễn Văn Cừ, Phường Ngọc Lâm, Long Biên, Hà Nội",45.0,4.0,3.0,6.0,3,4,Have certificate,Full,8.9,Hà Nội,Long Biên
"Đường Đàm Quang Trung, Phường Long Biên, Long Biên, Hà Nội",31.0,4.0,3.0,6.0,4,5,Have certificate,N/A,5.15,Hà Nội,Long Biên
"Phố Lý Thường Kiệt, Phường 5, Mỹ Tho, Tiền Giang",64.0,4.0,4.0,1.0,3,3,Have certificate,Basic,2.9,Tiền Giang,Mỹ Tho
"Đường Bát Khối, Phường Long Biên, Long Biên, Hà Nội",40.0,3.6,3.0,4.0,3,3,Have certificate,Basic,5.75,Hà Nội,Long Biên
"Đường Nguyễn Thượng Hiền, Phường 5, Bình Thạnh, Hồ Chí Minh",70.0,4.8,4.0,4.0,4,5,Have certificate,Full,8.49,Hồ Chí Minh,Bình Thạnh
"Đường La Phù, Xã La Phù, Hoài Đức, Hà Nội",31.0,4.59,2.8,3.0,4,3,Sale contract,Full,3.15,Hà Nội,Hoài Đức
"Đường Lê Trọng Tấn, Phường Khương Mai, Thanh Xuân, Hà Nội",50.0,4.0,4.0,4.0,4,4,Have certificate,N/A,9.5,Hà Nội,Thanh Xuân
"Đường Tư Đình, Phường Long Biên, Long Biên, Hà Nội",36.0,5.0,5.0,5.0,3,4,Have certificate,Basic,5.5,Hà Nội,Long Biên
"Dự án The Sun Residence, Đường Đào Tông Nguyên, Thị trấn Nhà Bè, Nhà Bè, Hồ Chí Minh",50.0,4.0,6.0,3.0,4,5,Have certificate,Full,6.2,Hồ Chí Minh,Nhà Bè
"Hẻm 1/, Đường Bình Thành, Phường Bình Hưng Hòa B, Bình Tân, Hồ Chí Minh",30.0,4.2,4.0,3.0,3,3,Sale contract,Full,1.68,Hồ Chí Minh,Bình Tân
"Đường Bát Khối, Phường Thạch Bàn, Long Biên, Hà Nội",32.0,5.0,3.0,5.0,3,4,Have certificate,Basic,4.9,Hà Nội,Long Biên
"Ngõ 51, Đường Quang Tiến, Phường Đại Mỗ, Nam Từ Liêm, Hà Nội",30.1,3.5,2.5,5.0,4,4,Sale contract,Basic,4.3,Hà Nội,Nam Từ Liêm
"Đường Nguyễn Văn Linh, Phường Thạch Bàn, Long Biên, Hà Nội",46.0,6.2,3.0,4.0,4,3,Have certificate,Basic,5.5,Hà Nội,Long Biên
"Đường Lê Đình Cẩn, Phường Tân Tạo, Bình Tân, Hồ Chí Minh",76.0,4.0,8.0,3.0,3,4,Have certificate,Full,6.3,Hồ Chí Minh,Bình Tân
"Đường Đội Cấn, Phường Đội Cấn, Ba Đình, Hà Nội",40.0,3.5,2.5,5.0,3,3,Have certificate,Full,6.3,Hà Nội,Ba Đình
"Đường 11, Phường Trường Thọ, Thủ Đức, Hồ Chí Minh",100.0,4.0,6.0,3.0,4,3,Have certificate,Full,7.9,Hồ Chí Minh,Thủ Đức
"Đường Nguyễn Văn Linh, Phường Thạch Bàn, Long Biên, Hà Nội",30.0,4.0,3.0,5.0,3,4,Have certificate,N/A,5.0,Hà Nội,Long Biên
"1/, Đường Lê Trọng Tấn, Phường Bình Hưng Hòa, Bình Tân, Hồ Chí Minh",28.0,4.0,4.0,2.0,2,2,Have certificate,Basic,1.68,Hồ Chí Minh,Bình Tân
"Đường 359, Phường Phước Long B, Quận 9, Hồ Chí Minh",56.3,4.0,5.0,3.0,2,1,Have certificate,N/A,4.3,Hồ Chí Minh,Quận 9
"Hẻm 1368, Đường Lê Văn Lương, Xã Phước Kiển, Nhà Bè, Hồ Chí Minh",86.0,6.4,7.0,4.0,4,5,Have certificate,Full,8.3,Hồ Chí Minh,Nhà Bè
"Hẻm 2056 Huỳnh Tấn Phát, Xã Phú Xuân, Nhà Bè, Hồ Chí Minh",80.0,4.0,4.0,2.0,3,2,Have certificate,Full,4.5,Hồ Chí Minh,Nhà Bè
"Đường Vân Tra, Xã An Đồng, An Dương, Hải Phòng",50.0,4.5,3.0,3.0,3,2,Have certificate,Basic,2.05,Hải Phòng,An Dương
"Đường Đào Tông Nguyên, Thị trấn Nhà Bè, Nhà Bè, Hồ Chí Minh",60.0,5.0,5.0,4.0,4,5,Have certificate,Full,6.4,Hồ Chí Minh,Nhà Bè
"Đường Huỳnh Tấn Phát, Phường Phú Mỹ, Quận 7, Hồ Chí Minh",50.0,4.1,5.0,5.0,4,5,Have certificate,Full,6.6,Hồ Chí Minh,Quận 7
"Dự án Sài Gòn Mới, Đường Huỳnh Tấn Phát, Thị trấn Nhà Bè, Nhà Bè, Hồ Chí Minh",56.0,4.0,5.0,4.0,4,5,Have certificate,Full,6.4,Hồ Chí Minh,Nhà Bè
"Đường Huỳnh Tấn Phát, Phường Phú Thuận, Quận 7, Hồ Chí Minh",90.8,4.0,4.0,2.0,2,3,Have certificate,Full,9.7,Hồ Chí Minh,Quận 7
"Đường Vân Tra, Xã An Đồng, An Dương, Hải Phòng",60.0,5.0,4.0,3.0,3,3,Have certificate,Basic,1.95,Hải Phòng,An Dương
"Đường Yên Khê 2, Phường Thanh Khê Tây, Thanh Khê, Đà Nẵng",65.0,4.5,10.5,2.0,2,2,Have certificate,Full,2.55,Đà Nẵng,Thanh Khê
"Đường Phạm Hữu Lầu, Phường Phú Mỹ, Quận 7, Hồ Chí Minh",90.0,5.0,6.0,4.0,4,5,Have certificate,Full,8.29,Hồ Chí Minh,Quận 7
"Phường Dịch Vọng, Cầu Giấy, Hà Nội",38.0,3.5,10.0,4.0,6,4,Have certificate,Full,8.1,Hà Nội,Cầu Giấy
"Đường Tự Lập, Xã Đặng Cương, An Dương, Hải Phòng",60.0,4.5,4.0,3.0,3,3,Have certificate,Full,2.05,Hải Phòng,An Dương
"Đường Xuân La, Phường Xuân La, Tây Hồ, Hà Nội",55.0,4.0,3.5,4.0,5,3,Have certificate,Full,8.5,Hà Nội,Tây Hồ
"Đường 208, Thị trấn An Dương, An Dương, Hải Phòng",50.0,4.0,3.0,2.0,3,2,Have certificate,Basic,1.48,Hải Phòng,An Dương
"Đường Xuân La, Phường Xuân La, Tây Hồ, Hà Nội",42.0,4.0,3.0,5.0,3,4,Have certificate,Basic,5.95,Hà Nội,Tây Hồ
"đường Đông Ngạc, Phường Đông Ngạc, Bắc Từ Liêm, Hà Nội",33.0,4.0,3.0,2.0,1,2,Have certificate,Basic,4.55,Hà Nội,Bắc Từ Liêm
"Đường Văn Nội, Phường Phú Lương, Hà Đông, Hà Nội",32.0,3.0,2.0,5.0,4,4,Have certificate,Full,3.75,Hà Nội,Hà Đông
"Đường Hữu Hưng, Phường Tây Mỗ, Nam Từ Liêm, Hà Nội",40.0,4.6,2.0,5.0,5,4,Sale contract,N/A,5.75,Hà Nội,Nam Từ Liêm
"Phú Thượng, Đường Phú Thượng, Phường Phú Thượng, Tây Hồ, Hà Nội",45.0,4.2,5.0,5.0,3,4,Have certificate,Basic,6.9,Hà Nội,Tây Hồ
"Đường Phạm Công Trứ, Phường Hòa Xuân, Cẩm Lệ, Đà Nẵng",100.0,5.0,5.5,1.0,1,1,Have certificate,Basic,2.82,Đà Nẵng,Cẩm Lệ
"Đường Cầu Diễn, Phường Minh Khai, Bắc Từ Liêm, Hà Nội",62.5,3.3,2.5,3.0,5,4,Sale contract,N/A,8.5,Hà Nội,Bắc Từ Liêm
"Đường Huỳnh Tấn Phát, Phường Tân Phú, Quận 7, Hồ Chí Minh",21.0,3.0,3.0,2.0,2,2,Have certificate,N/A,1.95,Hồ Chí Minh,Quận 7
"Đường Văn Tiến Dũng, Phường Hòa Xuân, Cẩm Lệ, Đà Nẵng",100.0,5.0,10.5,1.0,2,2,Have certificate,N/A,4.5,Đà Nẵng,Cẩm Lệ
"Phố Nguyễn Đổng Chi, Phường Cầu Diễn, Nam Từ Liêm, Hà Nội.",36.0,4.2,5.0,7.0,1,1,Sale contract,N/A,9.29,Hà Nội,Nam Từ Liêm
"Đường Bàu Cầu 21, Xã Hòa Châu, Hòa Vang, Đà Nẵng",100.0,5.0,5.5,2.0,3,2,Have certificate,Basic,2.95,Đà Nẵng,Hòa Vang
"Đường Thanh Lương 9, Phường Hòa Xuân, Cẩm Lệ, Đà Nẵng",100.0,5.0,7.5,2.0,2,2,Have certificate,Full,5.0,Đà Nẵng,Cẩm Lệ
"Đường Miếu Bông 5, Xã Hòa Phước, Hòa Vang, Đà Nẵng",90.0,6.0,5.5,2.0,3,3,Have certificate,Full,3.5,Đà Nẵng,Hòa Vang
"Đường Bùi Trang Chước, Phường Hòa Xuân, Cẩm Lệ, Đà Nẵng",100.0,5.0,10.5,3.0,3,4,Have certificate,Full,7.5,Đà Nẵng,Cẩm Lệ
"Đường Hồ Phi Tích, Phường Hòa Xuân, Cẩm Lệ, Đà Nẵng",100.0,5.0,7.5,3.0,3,4,Sale contract,N/A,6.2,Đà Nẵng,Cẩm Lệ
"Ngõ 396, Đường Trương Định, Phường Tương Mai, Hoàng Mai, Hà Nội",22.0,4.2,5.0,2.0,2,1,Have certificate,Basic,2.35,Hà Nội,Hoàng Mai
"Ngõ 176, Đường Trương Định, Phường Trương Định, Hai Bà Trưng, Hà Nội",36.0,4.5,3.0,6.0,3,4,Have certificate,Full,7.5,Hà Nội,Hai Bà Trưng
"Phố Tôn Đức Thắng, Phường Hàng Bột, Đống Đa, Hà Nội",46.0,4.1,3.0,4.0,4,4,Have certificate,Full,6.5,Hà Nội,Đống Đa
"Phường Yên Nghĩa, Hà Đông, Hà Nội",36.0,4.0,4.0,3.0,3,3,Have certificate,Basic,2.15,Hà Nội,Hà Đông
"Phố Xã Đàn, Phường Nam Đồng, Đống Đa, Hà Nội",46.0,5.0,3.0,5.0,4,3,Have certificate,Full,6.7,Hà Nội,Đống Đa
"Đường Minh Khai, Phường Mai Động, Hoàng Mai, Hà Nội",35.0,4.0,3.0,4.0,4,3,Have certificate,Full,5.35,Hà Nội,Hoàng Mai
"Đường Quang Trung, Phường Quang Trung, Hà Đông, Hà Nội",40.0,4.0,2.0,4.0,4,3,Sale contract,N/A,4.1,Hà Nội,Hà Đông
"Đường Hồ Đắc Di, Phường Nam Đồng, Đống Đa, Hà Nội",32.0,5.2,3.0,4.0,6,4,Have certificate,Full,4.5,Hà Nội,Đống Đa
"Phố Chùa Láng, Phường Láng Thượng, Đống Đa, Hà Nội",37.0,4.0,3.0,5.0,3,4,Have certificate,Full,6.4,Hà Nội,Đống Đa
"Phường Hòa Quý, Quận Ngũ Hành Sơn, Đà Nẵng",82.1,5.8,3.0,1.0,2,1,Have certificate,Basic,1.85,Đà Nẵng,Ngũ Hành Sơn
"Phố Yên Duyên, Phường Yên Sở, Hoàng Mai, Hà Nội",115.0,3.0,4.0,1.0,2,1,Have certificate,Basic,9.78,Hà Nội,Hoàng Mai
"Đường Ngô Huy Diễn, Phường Hòa Xuân, Cẩm Lệ, Đà Nẵng",112.5,5.0,7.5,3.0,3,4,Sale contract,N/A,6.5,Đà Nẵng,Cẩm Lệ
"Đường Do Nha, Phường Tây Mỗ, Nam Từ Liêm, Hà Nội",61.0,4.2,5.0,5.0,5,5,Have certificate,Basic,7.6,Hà Nội,Nam Từ Liêm
"Đường Hồ Văn Chương, Phường Văn Chương, Đống Đa, Hà Nội",41.0,5.1,3.0,4.0,3,3,Have certificate,N/A,9.7,Hà Nội,Đống Đa
"Đường Đặng Tiến Đông, Phường Trung Liệt, Đống Đa, Hà Nội",30.0,4.6,2.6,5.0,4,4,Have certificate,Basic,3.95,Hà Nội,Đống Đa
"Phố Vạn Bảo, Phường Liễu Giai, Ba Đình, Hà Nội",27.0,3.2,5.0,4.0,1,1,Have certificate,Full,4.05,Hà Nội,Ba Đình
"Đường Đội Cấn, Phường Ngọc Hà, Ba Đình, Hà Nội",26.0,11.0,3.0,5.0,3,4,Have certificate,Basic,3.65,Hà Nội,Ba Đình
"Phố Kim Mã, Phường Kim Mã, Ba Đình, Hà Nội",63.0,4.0,3.0,3.0,3,3,Have certificate,N/A,6.8,Hà Nội,Ba Đình
"Đường Lê Đức Thọ, Phường 15, Gò Vấp, Hồ Chí Minh",60.0,5.0,10.0,5.0,6,7,Have certificate,Full,8.0,Hồ Chí Minh,Gò Vấp
"Đường Xuân Thủy, Phường Dịch Vọng, Cầu Giấy, Hà Nội",52.9,4.0,3.0,4.5,5,4,Have certificate,Full,9.4,Hà Nội,Cầu Giấy
"Đường Nguyễn Trọng Tuyển, Phường 1, Tân Bình, Hồ Chí Minh",36.0,3.2,6.0,1.0,3,2,Have certificate,N/A,4.0,Hồ Chí Minh,Tân Bình
"Đường Dã Tượng, Phường Hàng Bông, Hoàn Kiếm, Hà Nội",26.0,4.2,5.0,3.0,2,2,Have certificate,Full,4.2,Hà Nội,Hoàn Kiếm
"Đường Phan Văn Hớn, Phường Tân Thới Nhất, Quận 12, Hồ Chí Minh",57.0,5.0,7.0,4.0,2,2,Have certificate,Basic,7.2,Hồ Chí Minh,Quận 12
"Đường Định Công, Phường Định Công, Hoàng Mai, Hà Nội",35.0,4.0,4.0,4.0,4,3,Have certificate,Full,4.8,Hà Nội,Hoàng Mai
"Đường Lê Thị Kim, Xã Xuân Thới Đông, Hóc Môn, Hồ Chí Minh",133.0,5.0,6.0,2.0,3,3,Have certificate,N/A,4.6,Hồ Chí Minh,Hóc Môn
"Đường Hữu Hòa, Xã Hữu Hòa, Thanh Trì, Hà Nội",35.0,4.0,3.0,5.0,4,3,Have certificate,N/A,3.3,Hà Nội,Thanh Trì
"Đường Tân Sơn, Phường 12, Gò Vấp, Hồ Chí Minh",98.9,5.0,10.0,5.0,5,5,Have certificate,Full,9.8,Hồ Chí Minh,Gò Vấp
"Đường Hữu Hòa, Xã Tả Thanh Oai, Thanh Trì, Hà Nội",37.0,4.2,5.0,4.5,4,1,Sale contract,N/A,3.0,Hà Nội,Thanh Trì
"Đường Giáp Bát, Phường Giáp Bát, Hoàng Mai, Hà Nội",35.0,4.1,2.5,4.0,3,3,Have certificate,Full,4.69,Hà Nội,Hoàng Mai
"Hẻm 116, Đường Tô Hiến Thành, Phường 15, Quận 10, Hồ Chí Minh",46.0,3.76,3.0,3.0,3,3,Have certificate,Basic,6.8,Hồ Chí Minh,Quận 10
"Đường Nguyễn Thượng Hiền, Phường 5, Bình Thạnh, Hồ Chí Minh",60.0,7.0,5.0,5.0,4,4,Have certificate,Full,9.1,Hồ Chí Minh,Bình Thạnh
"Dự án Phước Long, Phường Phước Long, Nha Trang, Khánh Hòa",85.0,5.0,10.0,3.0,3,2,Have certificate,N/A,4.89,Khánh Hòa,Nha Trang
"Đường Bàu Cát, Phường 14, Tân Bình, Hồ Chí Minh",102.0,6.1,3.5,2.0,3,3,Have certificate,N/A,8.8,Hồ Chí Minh,Tân Bình
"Phường Tây Thạnh, Tân Phú, Hồ Chí Minh",60.0,4.0,4.0,5.0,3,3,Have certificate,Full,6.95,Hồ Chí Minh,Tân Phú
"Xã Tả Thanh Oai, Thanh Trì, Hà Nội",31.0,4.0,3.0,5.0,3,3,Have certificate,Basic,4.3,Hà Nội,Thanh Trì
"Đường Quang Trung, Phường 8, Gò Vấp, Hồ Chí Minh",51.0,4.0,6.0,5.0,4,5,Sale contract,Full,7.5,Hồ Chí Minh,Gò Vấp
"Đường Nguyễn Oanh, Phường 17, Gò Vấp, Hồ Chí Minh",60.0,6.0,5.0,4.0,4,4,Have certificate,Full,8.5,Hồ Chí Minh,Gò Vấp
"Phường Hiệp Bình Chánh, Thủ Đức, Hồ Chí Minh",64.5,4.0,5.0,1.0,2,2,Have certificate,N/A,4.1,Hồ Chí Minh,Thủ Đức
"Đường Hoàng Diệu, Phường  Hải Châu I, Hải Châu, Đà Nẵng",47.0,5.6,3.0,3.0,3,3,Have certificate,Full,3.45,Đà Nẵng,Hải Châu
"Đường Nguyễn Thái Sơn, Phường 3, Gò Vấp, Hồ Chí Minh",68.0,4.0,12.0,1.5,2,2,Have certificate,Full,8.0,Hồ Chí Minh,Gò Vấp
"Hẻm 23, Đường Hòa Hưng, Phường 12, Quận 10, Hồ Chí Minh",33.0,3.1,3.0,4.0,5,4,Have certificate,Full,5.99,Hồ Chí Minh,Quận 10
"Đường Phạm Văn Chí, Phường 4, Quận 6, Hồ Chí Minh",47.5,3.2,5.0,3.0,3,3,Have certificate,N/A,8.0,Hồ Chí Minh,Quận 6
"Đường Bùi Tư Toàn, Phường An Lạc, Bình Tân, Hồ Chí Minh",40.0,4.0,5.0,4.0,4,4,Have certificate,Basic,5.5,Hồ Chí Minh,Bình Tân
"Đường Phùng Khoang, Phường Trung Văn, Nam Từ Liêm, Hà Nội",39.8,4.2,5.0,6.0,1,1,Have certificate,N/A,9.18,Hà Nội,Nam Từ Liêm
"Phường Phú Lương, Hà Đông, Hà Nội",30.0,4.0,3.0,4.0,4,4,Have certificate,Full,4.35,Hà Nội,Hà Đông
"Đường Bàu Cát 1, Phường 12, Tân Bình, Hồ Chí Minh",24.0,3.0,4.0,2.0,2,1,Have certificate,N/A,2.65,Hồ Chí Minh,Tân Bình
"Đường Cư Xá Đồng Tiến, Phường 14, Quận 10, Hồ Chí Minh",75.0,8.0,5.0,2.0,1,1,Have certificate,N/A,10.0,Hồ Chí Minh,Quận 10
"Đường Nam Dư, Phường Lĩnh Nam, Hoàng Mai, Hà Nội",33.0,4.0,2.0,5.0,3,4,Have certificate,Full,4.1,Hà Nội,Hoàng Mai
"Đường Tây Trà, Phường Lĩnh Nam, Hoàng Mai, Hà Nội",32.0,4.2,5.0,5.0,3,4,Have certificate,Full,5.26,Hà Nội,Hoàng Mai
"Đường Nguyễn Văn Cừ, Phường Bồ Đề, Long Biên, Hà Nội",55.0,4.9,4.0,5.0,4,5,Have certificate,Full,9.3,Hà Nội,Long Biên
"Đường Lê Văn Chí, Phường Linh Trung, Thủ Đức, Hồ Chí Minh",105.0,5.1,5.0,3.0,4,3,Have certificate,Full,5.6,Hồ Chí Minh,Thủ Đức
"Đường Thanh Lân, Phường Thanh Trì, Hoàng Mai, Hà Nội",43.0,3.5,2.0,5.0,5,5,Have certificate,Full,5.5,Hà Nội,Hoàng Mai
"Đường Kim Ngưu, Phường Thanh Lương, Hai Bà Trưng, Hà Nội",40.0,4.3,5.0,5.0,3,4,Have certificate,Full,6.8,Hà Nội,Hai Bà Trưng
"Đường Nguyễn Kim, Phường 14, Quận 10, Hồ Chí Minh",65.0,4.2,5.0,5.0,4,5,Have certificate,Full,8.9,Hồ Chí Minh,Quận 10
"Đường Nguyễn Trung Trực, Phường 5, Bình Thạnh, Hồ Chí Minh",69.1,4.0,4.0,3.0,3,4,Have certificate,Full,10.0,Hồ Chí Minh,Bình Thạnh
"Đường Phạm Thế Hiển, Phường 7,  Quận 8, Hồ Chí Minh",84.0,4.2,4.0,1.0,1,1,Have certificate,N/A,4.7,Hồ Chí Minh,Quận 8
"Xã Ngũ Hiệp, Thanh Trì, Hà Nội",70.0,3.8,3.5,6.0,5,3,Have certificate,N/A,4.8,Hà Nội,Thanh Trì
"Đường Giáp Bát, Phường Giáp Bát, Hoàng Mai, Hà Nội",40.0,3.5,2.3,5.0,3,4,Have certificate,Full,5.6,Hà Nội,Hoàng Mai
"Đường Hòa Hưng, Phường 13, Quận 10, Hồ Chí Minh",37.0,3.1,3.0,3.0,3,3,Have certificate,Full,5.5,Hồ Chí Minh,Quận 10
"Phú Định, Phường An Lạc, Bình Tân, Hồ Chí Minh",59.4,4.4,4.0,3.0,4,2,Have certificate,N/A,4.1,Hồ Chí Minh,Bình Tân
"Hẻm 96, Đường Phan Đình Phùng, Phường 2, Phú Nhuận, Hồ Chí Minh",60.0,4.0,5.0,3.0,4,5,Have certificate,N/A,3.0,Hồ Chí Minh,Phú Nhuận
"Đường Nhất Chi Mai, Phường 13, Tân Bình, Hồ Chí Minh.",58.0,5.5,6.0,2.0,4,4,Have certificate,Full,3.55,Hồ Chí Minh,Tân Bình
"Phường Phú Lương, Hà Đông, Hà Nội",30.0,4.0,3.0,5.0,3,4,Have certificate,Full,4.35,Hà Nội,Hà Đông
"Đường Ngọc Thụy, Phường Ngọc Thụy, Long Biên, Hà Nội",32.0,3.5,4.0,5.0,3,4,Have certificate,Basic,5.6,Hà Nội,Long Biên
"Hẻm 54/..., Đường Bạch Đằng, Phường 2, Tân Bình, Hồ Chí Minh",55.2,4.6,5.0,3.0,3,4,Have certificate,N/A,3.8,Hồ Chí Minh,Tân Bình
"Đường Lê Đức Thọ, Phường 5, Gò Vấp, Hồ Chí Minh",72.8,5.2,5.0,3.0,4,4,Have certificate,Basic,2.89,Hồ Chí Minh,Gò Vấp
"Đường Tô Hiến Thành, Phường 15, Quận 10, Hồ Chí Minh",38.0,3.5,2.5,2.0,2,2,Have certificate,N/A,5.8,Hồ Chí Minh,Quận 10
"Đường Đinh Thị Thi, Phường Hiệp Bình Phước, Thủ Đức, Hồ Chí Minh",60.0,6.5,8.0,4.0,4,5,Have certificate,Basic,6.6,Hồ Chí Minh,Thủ Đức
