Address,Area,Frontage,Access Road,Floors,Bedrooms,Bathrooms,Legal status,Furniture state,Price,City,District,class
"Phố Đình Đông, Phường Đông Hải, Lê Chân, Hải Phòng",35.0,4.0,5.0,3.0,1,1,Sale contract,No furnishings,6.25,Hải Phòng,Lê Chân,0.0
"Đường Trần Quốc Tuấn, Phường 1, Gò Vấp, Hồ Chí Minh",48.0,4.6,12.0,2.0,2,2,Have certificate,Basic,8.0,Hồ Chí Minh,Gò Vấp,0.0
"Đường Số 10, Phường Bình Hưng Hòa, Bình Tân, Hồ Chí Minh",40.0,4.0,5.0,2.0,2,2,Sale contract,No furnishings,4.1,Hồ Chí Minh,Bình Tân,0.0
"Đường Phú Thọ Hòa, Phường Phú Thọ Hòa, Tân Phú, Hồ Chí Minh",50.0,4.0,4.0,2.0,2,2,Have certificate,No furnishings,4.18,Hồ Chí Minh,Tân Phú,0.0
"Dự án Lộc Phát Residence, Đường 22/12, Phường Thuận Giao, Thuận An, Bình Dương",61.7,4.0,12.0,3.0,4,4,Have certificate,Full,3.65,Bình Dương,Thuận An,1.0
"Đường Lê Văn Quới, Phường Bình Trị Đông, Bình Tân, Hồ Chí Minh",40.0,4.0,4.0,2.0,2,2,Have certificate,No furnishings,3.48,Hồ Chí Minh,Bình Tân,0.0
"Đường Nguyễn Văn Quá, Phường Đông Hưng Thuận, Quận 12, Hồ Chí Minh",160.0,12.0,4.0,2.0,4,3,Have certificate,No furnishings,5.6,Hồ Chí Minh,Quận 12,0.0
"Đường Quang Lãm, Phường Phú Lãm, Hà Đông, Hà Nội",38.0,4.65,2.0,4.0,3,3,Have certificate,No furnishings,3.2,Hà Nội,Hà Đông,1.0
"Đường Miếu Gò Xoài, Phường Bình Hưng Hòa A, Bình Tân, Hồ Chí Minh",48.3,4.0,4.0,2.0,2,2,Have certificate,No furnishings,3.88,Hồ Chí Minh,Bình Tân,0.0
"Phường Tân Đông Hiệp, Dĩ An, Bình Dương",76.6,5.0,5.0,2.0,4,3,Have certificate,No furnishings,3.5,Bình Dương,Dĩ An,0.0
"Đường Kiến Thiết, Phường Sở Dầu, Hồng Bàng, Hải Phòng",40.0,4.0,11.0,4.0,4,3,Have certificate,Basic,3.7,Hải Phòng,Hồng Bàng,1.0
"Sim City, Lò Lu, Trường Thạnh, Quận 9, Hồ Chí Minh",80.0,5.0,5.0,3.0,4,1,Have certificate,No furnishings,7.5,Hồ Chí Minh,Quận 9,0.0
"Ngõ 27, đường Tây Mỗ, Phường Tây Mỗ, Nam Từ Liêm, Hà Nội",38.0,4.5,3.0,4.0,4,3,Have certificate,Basic,5.5,Hà Nội,Nam Từ Liêm,1.0
"Đường Đa Sỹ, Phường Kiến Hưng, Hà Đông, Hà Nội",30.2,4.0,2.0,5.0,3,4,Have certificate,Basic,4.8,Hà Nội,Hà Đông,1.0
"Dự án Belhomes Từ Sơn, Đường Hữu Nghị, Phường Phù Chẩn, Từ Sơn, Bắc Ninh",75.0,5.0,12.0,3.0,3,4,Have certificate,No furnishings,5.24,Bắc Ninh,Từ Sơn,1.0
"Đường Phú Minh, Phường Minh Khai, Bắc Từ Liêm, Hà Nội",32.0,4.0,2.5,4.0,3,3,Have certificate,Full,4.45,Hà Nội,Bắc Từ Liêm,1.0
"280/70/63, Đường Bùi Hữu Nghĩa, Phường 2, Bình Thạnh, Hồ Chí Minh",45.0,3.1,6.0,3.0,4,5,Have certificate,Full,7.2,Hồ Chí Minh,Bình Thạnh,1.0
"Dự án Lộc Phát Residence, Đường 22/12, Phường Thuận Giao, Thuận An, Bình Dương",62.0,4.0,12.0,3.0,4,4,Have certificate,Basic,3.85,Bình Dương,Thuận An,1.0
"Đường Kiến Hưng, Phường Kiến Hưng, Hà Đông, Hà Nội",50.0,4.0,4.0,4.0,3,4,Have certificate,No furnishings,9.0,Hà Nội,Hà Đông,1.0
"Đường Âu Dương Lân, Phường 3, Quận 8, Hồ Chí Minh",47.0,4.2,4.0,4.0,4,3,Have certificate,Full,5.95,Hồ Chí Minh,Quận 8,1.0
"Đường Lê Văn Lương, Xã Long Hậu, Cần Giuộc, Long An",61.0,4.7,4.0,2.0,2,2,Have certificate,Basic,2.3,Long An,Cần Giuộc,0.0
"Đường Xa La, Phường Phú La, Hà Đông, Hà Nội",39.0,4.0,5.0,4.0,3,1,Have certificate,No furnishings,5.5,Hà Nội,Hà Đông,0.0
"Đường Tỉnh Lộ 10, Phường Tân Tạo, Bình Tân, Hồ Chí Minh",35.0,4.0,6.0,1.0,2,2,Have certificate,Basic,1.93,Hồ Chí Minh,Bình Tân,0.0
"Đường Hồ Thành Biên, Phường 4, Quận 8, Hồ Chí Minh",83.0,3.6,7.0,3.0,3,2,Have certificate,Basic,7.0,Hồ Chí Minh,Quận 8,0.0
"Phường Phúc Xá, Ba Đình, Hà Nội",38.0,3.0,5.0,4.0,4,3,Have certificate,Basic,8.3,Hà Nội,Ba Đình,1.0
"Đường Nguyễn Thị Thập, Phường Bình Thuận, Quận 7, Hồ Chí Minh",54.0,4.0,3.0,2.0,2,3,Have certificate,Full,5.2,Hồ Chí Minh,Quận 7,0.0
"Đường Huỳnh Tấn Phát, Phường Tân Thuận Tây, Quận 7, Hồ Chí Minh",54.6,4.275,6.0,3.0,5,5,Have certificate,Full,4.9,Hồ Chí Minh,Quận 7,1.0
"Đường Bắc Cầu, Phường Ngọc Thụy, Long Biên, Hà Nội",55.0,4.6,5.0,3.0,2,2,Have certificate,Full,4.8,Hà Nội,Long Biên,0.0
"Đường Bùi Quang Là, Phường 12, Gò Vấp, Hồ Chí Minh",67.1,4.074999999999999,4.0,2.0,2,2,Have certificate,Full,2.78,Hồ Chí Minh,Gò Vấp,0.0
"Đường Thạnh Mỹ Lợi, Phường  Thạnh Mỹ Lợi, Quận 2, Hồ Chí Minh",78.0,5.0,4.0,3.0,4,4,Have certificate,Full,8.5,Hồ Chí Minh,Quận 2,1.0
"Đường Hoàng Minh Chánh, Phường Hóa An, Biên Hòa, Đồng Nai",90.0,5.5,6.0,2.0,4,2,Have certificate,No furnishings,4.4,Đồng Nai,Biên Hòa,0.0
"Đường Lê Văn Lương, Xã Long Hậu, Cần Giuộc, Long An",49.0,5.0,5.0,2.0,2,2,Have certificate,Basic,2.5,Long An,Cần Giuộc,0.0
"Đường Nguyễn Ái Quốc, Phường Tân Hiệp, Biên Hòa, Đồng Nai",103.0,6.0,6.0,1.0,3,2,Have certificate,No furnishings,2.95,Đồng Nai,Biên Hòa,0.0
"Đường Lê Hồng Phong, Phường Phước Hải, Nha Trang, Khánh Hòa",80.79,6.0,4.0,1.0,2,1,Sale contract,No furnishings,2.3,Khánh Hòa,Nha Trang,0.0
"Đường Phan Thị Niên, Phường Vĩnh Hòa, Nha Trang, Khánh Hòa",73.0,5.2,8.0,2.0,3,2,Have certificate,Basic,3.55,Khánh Hòa,Nha Trang,0.0
"Đường Hoàng Đạo Thành, Phường Kim Giang, Thanh Xuân, Hà Nội",85.3,4.6,2.0,3.0,3,1,Sale contract,No furnishings,3.7,Hà Nội,Thanh Xuân,0.0
"Đường Lê Thị Kim, Xã Xuân Thới Sơn, Hóc Môn, Hồ Chí Minh",93.5,5.5,7.0,2.0,3,2,Have certificate,No furnishings,3.6,Hồ Chí Minh,Hóc Môn,0.0
"Phố Vạn Phúc, Phường Ngọc Khánh, Ba Đình, Hà Nội",45.0,4.4,5.0,5.0,3,4,Have certificate,Full,6.3,Hà Nội,Ba Đình,1.0
"Ngõ 192, Phố Kim Mã, Phường Kim Mã, Ba Đình, Hà Nội",50.0,6.0,2.5,5.0,4,5,Have certificate,No furnishings,8.2,Hà Nội,Ba Đình,1.0
"Phố Kim Mã, Phường Kim Mã, Ba Đình, Hà Nội",48.0,4.6,2.5,4.0,4,4,Sale contract,No furnishings,5.75,Hà Nội,Ba Đình,1.0
"Phường Xuân Phương, Nam Từ Liêm, Hà Nội",92.0,5.4,2.0,5.0,4,4,Have certificate,No furnishings,8.5,Hà Nội,Nam Từ Liêm,1.0
"Ngõ 143, Đường Nguyễn Chính, Phường Tân Mai, Hoàng Mai, Hà Nội",36.0,4.4,5.0,4.0,1,1,Have certificate,No furnishings,4.8,Hà Nội,Hoàng Mai,0.0
"Phố Quan Nhân, Phường Nhân Chính, Thanh Xuân, Hà Nội",35.0,3.7,3.0,5.0,3,4,Have certificate,No furnishings,5.5,Hà Nội,Thanh Xuân,1.0
"Đường Hậu Giang, Phường 11, Quận 6, Hồ Chí Minh",55.7,3.5,3.0,2.0,2,3,Have certificate,No furnishings,5.45,Hồ Chí Minh,Quận 6,0.0
"Đường Đền Lừ 2, Phường Tân Mai, Hoàng Mai, Hà Nội",35.0,4.4,5.0,5.0,3,4,Have certificate,Basic,4.5,Hà Nội,Hoàng Mai,1.0
"241a/, Đường Huỳnh Văn Bánh, Phường 12, Phú Nhuận, Hồ Chí Minh",73.0,5.4,3.0,4.0,4,4,Have certificate,Full,8.9,Hồ Chí Minh,Phú Nhuận,1.0
"Đường Dương Bá Cung, Phường An Lạc A, Bình Tân, Hồ Chí Minh",27.0,3.2,12.0,2.0,2,1,Have certificate,Basic,2.4,Hồ Chí Minh,Bình Tân,0.0
"Phố Thái Hà, Phường Trung Liệt, Đống Đa, Hà Nội",42.0,4.5,2.0,4.0,3,4,Have certificate,No furnishings,7.8,Hà Nội,Đống Đa,1.0
"Đường Lê Đức Thọ, Phường 15, Gò Vấp, Hồ Chí Minh",80.0,5.0,6.0,3.0,4,3,Have certificate,Basic,8.7,Hồ Chí Minh,Gò Vấp,1.0
"Thôn Phú Trung, Xã Vĩnh Thạnh, Nha Trang, Khánh Hòa",72.9,5.6,4.0,2.0,3,2,Have certificate,No furnishings,2.75,Khánh Hòa,Nha Trang,0.0
"Đường Nguyễn Đình Chiểu, Phường 8, Bến Tre, Bến Tre",34.3,2.0,2.0,1.0,1,1,Have certificate,Basic,1.17,Bến Tre,Bến Tre,0.0
"Đường Phan Khoang, Phường Hòa An, Cẩm Lệ, Đà Nẵng",105.2,6.445,4.5,2.0,2,2,Have certificate,Full,3.75,Đà Nẵng,Cẩm Lệ,0.0
"Đường Cổ Linh, Phường Thạch Bàn, Long Biên, Hà Nội",50.0,4.8,3.0,5.0,5,4,Have certificate,No furnishings,9.7,Hà Nội,Long Biên,1.0
"HP Elite Central, TDP Đống Khê 1, Đường Bùi Viện, Phường Đồng Hòa, Kiến An, Hải Phòng",60.0,5.0,12.0,4.0,5,4,Have certificate,No furnishings,4.2,Hải Phòng,Kiến An,1.0
"Ngõ Lương Sử A, Phố Quốc Tử Giám, Phường Quốc Tử Giám, Đống Đa, Hà Nội",30.0,4.3,5.0,1.0,1,1,Have certificate,No furnishings,3.0,Hà Nội,Đống Đa,0.0
"Đường Nhất Chi Mai, Phường 12, Tân Bình, Hồ Chí Minh",48.0,4.0,8.0,3.0,4,3,Have certificate,Full,6.6,Hồ Chí Minh,Tân Bình,1.0
"Phố Văn Miếu, Phường Quốc Tử Giám, Đống Đa, Hà Nội",30.0,4.3,5.0,1.0,1,1,Have certificate,No furnishings,3.0,Hà Nội,Đống Đa,0.0
"Ngõ 230, Đường Võ Chí Công, Phường Xuân La, Tây Hồ, Hà Nội",60.0,4.0,5.0,5.0,6,1,Sale contract,No furnishings,8.8,Hà Nội,Tây Hồ,1.0
"Phường Bình Trị Đông A, Bình Tân, Hồ Chí Minh",120.0,4.0,5.0,3.0,3,2,Have certificate,Full,8.1,Hồ Chí Minh,Bình Tân,0.0
"Đường Dương Trí Trạch, Phường  An Hải Bắc, Sơn Trà, Đà Nẵng",75.0,5.0,5.5,3.0,4,5,Have certificate,Full,7.7,Đà Nẵng,Sơn Trà,1.0
"Đường Thành Mỹ, Phường 8, Tân Bình, Hồ Chí Minh",64.0,5.55,5.0,2.0,4,3,Have certificate,Full,7.9,Hồ Chí Minh,Tân Bình,1.0
"Đường Tỉnh lộ 824, Xã Mỹ Hạnh Nam, Đức Hòa, Long An",80.0,5.0,5.0,2.0,3,2,Have certificate,Full,1.7,Long An,Đức Hòa,0.0
"Đường Lạc Long Quân, Phường Bưởi, Tây Hồ, Hà Nội",54.0,3.45,3.0,4.0,5,3,Sale contract,No furnishings,9.8,Hà Nội,Tây Hồ,1.0
"Đường Nguyễn Chánh, Phường Hòa Khánh Bắc, Liên Chiểu, Đà Nẵng",141.0,5.0,3.0,1.0,7,7,Have certificate,No furnishings,3.2,Đà Nẵng,Liên Chiểu,1.0
"Đường Tô Hiệu, Phường Hiệp Tân, Tân Phú, Hồ Chí Minh",82.0,4.1,12.0,2.0,3,2,Have certificate,Full,8.3,Hồ Chí Minh,Tân Phú,0.0
"Đường An Dương Vương, Phường Phú Thượng, Tây Hồ, Hà Nội",40.0,3.8,3.0,3.0,3,4,Have certificate,Basic,5.15,Hà Nội,Tây Hồ,1.0
"Dự án Centa City Hải Phòng, Đường 359, Xã Dương Quan, Thủy Nguyên, Hải Phòng",75.0,5.0,12.0,3.0,4,4,Have certificate,No furnishings,3.5,Hải Phòng,Thủy Nguyên,1.0
"Đường Huỳnh Thị Na, Xã  Đông Thạnh, Hóc Môn, Hồ Chí Minh",195.0,5.0,10.0,2.0,4,3,Have certificate,No furnishings,6.1,Hồ Chí Minh,Hóc Môn,0.0
"Dự án LuxGarden, Đường Nguyễn Văn Quỳ, Phường Phú Thuận, Quận 7, Hồ Chí Minh",120.0,4.4,5.0,1.0,2,2,Have certificate,No furnishings,4.25,Hồ Chí Minh,Quận 7,0.0
"Đường Tỉnh lộ 824, Xã Mỹ Hạnh Nam, Đức Hòa, Long An",100.0,5.0,5.0,1.0,3,2,Have certificate,No furnishings,1.4,Long An,Đức Hòa,0.0
"Dự án T&T Phố Nối, Đường Quốc Lộ 5, Thị trấn Bần Yên Nhân, Mỹ Hào, Hưng Yên",75.0,4.4,5.0,1.0,1,1,Sale contract,No furnishings,3.5,Hưng Yên,Mỹ Hào,0.0
"Đường Trương Công Định, Phường 7, Vũng Tàu, Bà Rịa Vũng Tàu",91.0,5.0,5.0,3.0,3,3,Have certificate,No furnishings,5.4,Bà Rịa Vũng Tàu,Vũng Tàu,0.0
"Phường Bửu Hòa, Biên Hòa, Đồng Nai",69.0,5.0,5.0,2.0,3,2,Have certificate,Basic,2.9,Đồng Nai,Biên Hòa,0.0
"Phố Việt Hưng, Phường Việt Hưng, Long Biên, Hà Nội",40.0,4.0,3.0,4.0,3,3,Have certificate,No furnishings,5.35,Hà Nội,Long Biên,1.0
"Phố Quan Nhân, Phường Nhân Chính, Thanh Xuân, Hà Nội",52.0,5.0,3.0,3.0,3,2,Sale contract,Full,9.6,Hà Nội,Thanh Xuân,1.0
"Đường Hòa Bình, Phường Hiệp Tân, Tân Phú, Hồ Chí Minh",68.0,4.0,6.0,2.0,1,2,Have certificate,No furnishings,5.7,Hồ Chí Minh,Tân Phú,0.0
"Đường Đông Thạnh 3-1, Xã  Đông Thạnh, Hóc Môn, Hồ Chí Minh",180.0,6.0,8.0,1.0,4,2,Have certificate,No furnishings,5.3,Hồ Chí Minh,Hóc Môn,0.0
"Dự án Mega Ruby, Phường Phú Hữu, Quận 9, Hồ Chí Minh",80.0,5.0,12.0,3.0,4,3,Have certificate,Full,9.1,Hồ Chí Minh,Quận 9,1.0
"Đường Chiêu Liêu, Phường Tân Đông Hiệp, Dĩ An, Bình Dương",60.0,4.0,8.0,1.0,3,2,Have certificate,Basic,2.95,Bình Dương,Dĩ An,0.0
"Đường Lê Thiệt, Phường Phú Thọ Hòa, Tân Phú, Hồ Chí Minh.",40.0,4.0,12.0,3.0,3,3,Sale contract,Full,5.65,Hồ Chí Minh,Tân Phú,0.0
"Đường Nguyễn An Ninh, Phường Đông Hòa, Dĩ An, Bình Dương",100.0,5.1,8.0,1.0,3,2,Sale contract,No furnishings,5.2,Bình Dương,Dĩ An,0.0
"Đường Lĩnh Nam, Phường Lĩnh Nam, Hoàng Mai, Hà Nội",21.5,3.75,3.0,3.0,2,2,Sale contract,Full,1.85,Hà Nội,Hoàng Mai,0.0
"Đường Nguyễn Thị Chạy, Phường Tân Đông Hiệp, Dĩ An, Bình Dương",71.0,4.0,6.0,2.0,3,2,Have certificate,No furnishings,3.2,Bình Dương,Dĩ An,0.0
"Đường Nguyễn Oanh, Phường 6, Gò Vấp, Hồ Chí Minh",50.0,6.125,6.0,4.0,4,4,Sale contract,No furnishings,7.2,Hồ Chí Minh,Gò Vấp,1.0
"Đường Đặng Thùy Trâm, Phường 13, Bình Thạnh, Hồ Chí Minh",48.0,4.0,6.0,4.0,3,3,Have certificate,Full,8.0,Hồ Chí Minh,Bình Thạnh,1.0
"Phố Hai Bà Trưng, Phường Đông Hòa, Dĩ An, Bình Dương",80.0,5.0,5.0,2.0,3,2,Have certificate,No furnishings,3.9,Bình Dương,Dĩ An,0.0
"Đường Minh Khai, Phường Minh Khai, Hai Bà Trưng, Hà Nội",50.0,4.65,2.7,3.0,3,3,Sale contract,No furnishings,6.8,Hà Nội,Hai Bà Trưng,1.0
"Phố Mạc Thị Bưởi, Phường Vĩnh Tuy, Hai Bà Trưng, Hà Nội",40.0,3.1,3.0,3.0,3,4,Sale contract,No furnishings,9.0,Hà Nội,Hai Bà Trưng,1.0
"Dự án The Meadow Bình Chánh, Đường Trần Văn Giàu, Xã Vĩnh Lộc B, Bình Chánh, Hồ Chí Minh",105.0,5.0,8.0,4.0,5,5,Sale contract,Basic,7.0,Hồ Chí Minh,Bình Chánh,1.0
"Phố Quan Nhân, Phường Nhân Chính, Thanh Xuân, Hà Nội",52.0,5.0,3.0,3.0,3,2,Have certificate,Full,9.5,Hà Nội,Thanh Xuân,1.0
"Đường Đền Lừ, Phường Hoàng Văn Thụ, Hoàng Mai, Hà Nội",48.0,4.0,4.0,4.0,4,3,Have certificate,Full,8.8,Hà Nội,Hoàng Mai,1.0
"Đường Lạc Long Quân, Phường 10, Quận 11, Hồ Chí Minh",45.0,4.0,7.0,4.0,4,5,Have certificate,Full,9.3,Hồ Chí Minh,Quận 11,1.0
"Phường Tân Thới Nhất, Quận 12, Hồ Chí Minh",67.0,4.0,4.0,3.0,4,3,Have certificate,Full,5.85,Hồ Chí Minh,Quận 12,1.0
"Đường Nguyễn Thị Định, Phường Trung Hòa, Cầu Giấy, Hà Nội",55.0,4.0,3.0,5.0,6,4,Have certificate,Basic,9.4,Hà Nội,Cầu Giấy,1.0
"Ngõ 135, Đường Đội Cấn, Phường Đội Cấn, Ba Đình, Hà Nội",75.0,4.5,3.0,4.0,4,4,Have certificate,No furnishings,9.0,Hà Nội,Ba Đình,1.0
"Đường Vương Thừa Vũ, Phường Khương Mai, Thanh Xuân, Hà Nội",50.0,4.0,3.0,4.0,5,5,Have certificate,Full,8.8,Hà Nội,Thanh Xuân,1.0
"Ngõ 81, đường Đông Ngạc, Phường Đông Ngạc, Bắc Từ Liêm, Hà Nội",35.0,4.4,5.0,5.0,3,3,Have certificate,Basic,4.85,Hà Nội,Bắc Từ Liêm,1.0
"Đường Di Trạch, Xã Di Trạch, Hoài Đức, Hà Nội",42.0,4.0,2.7,4.0,4,3,Have certificate,Basic,4.3,Hà Nội,Hoài Đức,1.0
"Dự án The Ori Garden, Đường Mê Linh, Phường Hòa Hiệp Nam, Liên Chiểu, Đà Nẵng",77.0,8.0,10.0,1.0,2,2,Have certificate,Basic,3.5,Đà Nẵng,Liên Chiểu,0.0
"Phố Trần Nguyên Hãn, Phường Trần Nguyên Hãn, Lê Chân, Hải Phòng",50.0,4.3,2.0,3.0,3,3,Sale contract,No furnishings,2.98,Hải Phòng,Lê Chân,0.0
"Đường Lâm Tường, Phường Hồ Nam, Lê Chân, Hải Phòng",54.2,4.4,3.6,4.0,4,3,Have certificate,Full,4.2,Hải Phòng,Lê Chân,1.0
"Đường Thiên Lôi, Phường Vĩnh Niệm, Lê Chân, Hải Phòng",47.0,3.6,2.4,4.0,4,3,Have certificate,No furnishings,3.65,Hải Phòng,Lê Chân,1.0
"Ngõ 63, Đường Trần Quốc Vượng, Phường Dịch Vọng Hậu, Cầu Giấy, Hà Nội",40.0,4.4,5.0,4.0,4,3,Have certificate,Full,8.9,Hà Nội,Cầu Giấy,1.0
"Đường Vân Canh, Xã Vân Canh, Hoài Đức, Hà Nội",31.0,3.3,2.2,5.0,3,4,Have certificate,Basic,3.9,Hà Nội,Hoài Đức,1.0
"Phường Tân Thới Nhất, Quận 12, Hồ Chí Minh",50.0,5.0,4.0,2.0,2,2,Have certificate,No furnishings,3.8,Hồ Chí Minh,Quận 12,0.0
"Đường Trương Định, Phường Trương Định, Hai Bà Trưng, Hà Nội",36.0,4.8,3.0,6.0,4,3,Have certificate,Full,7.5,Hà Nội,Hai Bà Trưng,1.0
"Đường Vườn Lài, Phường Phú Thọ Hòa, Tân Phú, Hồ Chí Minh",73.0,4.0,6.0,3.0,4,4,Have certificate,Basic,8.0,Hồ Chí Minh,Tân Phú,1.0
"Đường Đê La Thành, Phường Ô Chợ Dừa, Đống Đa, Hà Nội",73.0,4.0,3.0,4.0,6,4,Have certificate,Full,8.9,Hà Nội,Đống Đa,1.0
"Dự án Mega Village, 222 Đường Võ Chí Công, Phường Phú Hữu, Quận 9, Hồ Chí Minh",75.0,4.4,5.0,3.0,3,4,Have certificate,No furnishings,6.7,Hồ Chí Minh,Quận 9,1.0
"Đường Nguyễn Trãi, Phường Thanh Xuân Trung, Thanh Xuân, Hà Nội",45.0,4.0,3.0,4.0,4,3,Have certificate,Basic,7.9,Hà Nội,Thanh Xuân,1.0
"Đường Sư Vạn Hạnh, Phường 3, Quận 10, Hồ Chí Minh",45.0,4.4,5.0,4.0,4,1,Have certificate,No furnishings,7.2,Hồ Chí Minh,Quận 10,1.0
"Đường Lữ Gia, Phường 9, Đà Lạt, Lâm Đồng",74.5,4.6,5.0,3.0,4,4,Have certificate,Full,5.2,Lâm Đồng,Đà Lạt,1.0
"Đường Trần Khát Chân, Phường Đống Mác, Hai Bà Trưng, Hà Nội",45.0,4.0,3.0,4.0,3,4,Sale contract,No furnishings,9.9,Hà Nội,Hai Bà Trưng,1.0
"Đường Thanh Đa, Phường 27, Bình Thạnh, Hồ Chí Minh",69.4,10.0,3.0,2.0,3,3,Have certificate,No furnishings,6.8,Hồ Chí Minh,Bình Thạnh,0.0
"Đường Mậu Lương, Phường Kiến Hưng, Hà Đông, Hà Nội",35.0,4.2,5.0,5.0,3,4,Have certificate,Full,5.7,Hà Nội,Hà Đông,1.0
"Đường Tiêu Dao, Phường Hà Khẩu, Hạ Long, Quảng Ninh",85.0,5.0,7.5,5.0,1,1,Sale contract,Basic,3.7,Quảng Ninh,Hạ Long,0.0
"Đường Đội Cấn, Phường Đội Cấn, Ba Đình, Hà Nội",30.0,3.5,3.0,4.0,3,3,Have certificate,Basic,6.86,Hà Nội,Ba Đình,1.0
"Phố Vũ Tông Phan, Phường Khương Đình, Thanh Xuân, Hà Nội",45.0,4.0,4.0,4.0,4,4,Have certificate,Full,8.9,Hà Nội,Thanh Xuân,1.0
"Đường Nguyễn Tuân, Phường 3, Gò Vấp, Hồ Chí Minh",62.0,4.4,5.0,2.0,3,2,Have certificate,Full,6.4,Hồ Chí Minh,Gò Vấp,0.0
"Đường Gò Hưu, Xã Mỹ Hạnh Nam, Đức Hòa, Long An",75.0,5.0,5.0,1.0,2,1,Have certificate,Basic,1.2,Long An,Đức Hòa,0.0
"Hẻm 373, Phố Lý Thường Kiệt, Phường 9, Tân Bình, Hồ Chí Minh",64.0,4.0,4.0,3.0,3,4,Have certificate,Full,9.5,Hồ Chí Minh,Tân Bình,1.0
"Đường Trương Định, Phường Trương Định, Hai Bà Trưng, Hà Nội",39.0,4.8,3.0,6.0,4,3,Have certificate,Full,7.5,Hà Nội,Hai Bà Trưng,1.0
"Đường Đền Lừ, Phường Hoàng Văn Thụ, Hoàng Mai, Hà Nội",44.0,3.5,4.0,5.0,4,4,Have certificate,No furnishings,7.5,Hà Nội,Hoàng Mai,1.0
"Đường Trường Chinh, Phường Khương Thượng, Đống Đa, Hà Nội",40.0,4.1,3.5,6.0,4,5,Have certificate,No furnishings,7.4,Hà Nội,Đống Đa,1.0
"Hẻm 68, Đường Trần Thị Cờ, Phường Thới An, Quận 12, Hồ Chí Minh",47.0,4.5,6.0,3.0,3,3,Have certificate,Full,2.34,Hồ Chí Minh,Quận 12,0.0
"Phường Tân Mai, Hoàng Mai, Hà Nội",38.0,4.3,4.0,5.0,4,4,Have certificate,Full,7.8,Hà Nội,Hoàng Mai,1.0
"Đường Đỗ Xuân Hợp, Phường Phước Long B, Thủ Đức, Hồ Chí Minh",52.0,4.0,3.0,2.0,3,3,Have certificate,Full,2.79,Hồ Chí Minh,Thủ Đức,0.0
"Đường Ngô Chí Quốc, Phường Bình Chiểu, Thủ Đức, Hồ Chí Minh",51.2,4.0,6.0,3.0,3,3,Have certificate,Basic,3.32,Hồ Chí Minh,Thủ Đức,0.0
"Đường Định Công Thượng, Phường Định Công, Hoàng Mai, Hà Nội",47.0,3.8,4.0,4.0,4,4,Have certificate,Full,8.4,Hà Nội,Hoàng Mai,1.0
"40 Đường Nguyễn Văn Huyên, Phường Tân Thành, Tân Phú, Hồ Chí Minh",67.0,4.35,5.0,5.0,5,5,Have certificate,Basic,7.6,Hồ Chí Minh,Tân Phú,1.0
"Đường  Lý Thường Kiệt, Phường 8, Tân Bình, Hồ Chí Minh",52.0,5.5,4.0,5.0,5,6,Have certificate,No furnishings,7.4,Hồ Chí Minh,Tân Bình,1.0
"Đường Nguyễn Nhữ Lãm, Phường Phú Thọ Hòa, Tân Phú, Hồ Chí Minh",61.0,4.4,5.0,4.0,2,2,Have certificate,No furnishings,7.5,Hồ Chí Minh,Tân Phú,0.0
"Ngõ 85, Đường Mậu Lương, Phường Kiến Hưng, Hà Đông, Hà Nội",30.0,3.23,5.0,5.0,3,4,Have certificate,Full,4.15,Hà Nội,Hà Đông,1.0
"Đường Đại lộ Thăng Long, Phường Mễ Trì, Nam Từ Liêm, Hà Nội.",40.0,5.8,6.0,6.0,4,4,Have certificate,Full,9.5,Hà Nội,Nam Từ Liêm,1.0
"Đường Dân Chủ, Phường Bình Thọ, Thủ Đức, Hồ Chí Minh",96.0,4.8,10.0,4.0,6,7,Have certificate,Full,8.0,Hồ Chí Minh,Thủ Đức,1.0
"Đường Tân Thới Nhất 1, Phường Tân Thới Nhất, Quận 12, Hồ Chí Minh",78.0,4.5,10.0,3.0,4,4,Have certificate,No furnishings,5.6,Hồ Chí Minh,Quận 12,1.0
"Đường Khuyến Lương, Phường Trần Phú, Hoàng Mai, Hà Nội",55.0,6.0,10.0,3.0,3,3,Have certificate,Full,8.3,Hà Nội,Hoàng Mai,1.0
"Đường Số 51, Phường 14, Gò Vấp, Hồ Chí Minh",30.0,3.5,3.5,2.0,2,2,Have certificate,Full,3.25,Hồ Chí Minh,Gò Vấp,0.0
"Đường Bùi Huy Bích, Phường Hoàng Liệt, Hoàng Mai, Hà Nội",45.0,6.9,6.0,6.0,3,3,Have certificate,Full,9.85,Hà Nội,Hoàng Mai,1.0
"Đường Hà Tông Quyền, Phường Khuê Trung, Cẩm Lệ, Đà Nẵng",125.0,5.0,10.0,2.0,3,3,Have certificate,Basic,7.7,Đà Nẵng,Cẩm Lệ,0.0
"Đường Nguyễn Du, Phường Bình Hòa, Thuận An, Bình Dương",84.0,5.0,5.0,1.0,5,5,Have certificate,Basic,2.7,Bình Dương,Thuận An,1.0
"Đường Nguyễn Văn Đậu, Phường 6, Bình Thạnh, Hồ Chí Minh",64.0,5.0,5.0,3.0,4,3,Have certificate,No furnishings,8.6,Hồ Chí Minh,Bình Thạnh,1.0
